GEOID,Male_total,Female_total,%AGE_MALE_YNG,%AGE_MALE_MID,%AGE_MALE_OLD,%AGE_MALE_YOUNG,%AGE_MALE_OLDER,%AGE_FEMALE_YNG,%AGE_FEMALE_MID,%AGE_FEMALE_OLD,%AGE_FEMALE_YOUNG,%AGE_FEMALE_OLDER,%RACE_White,%RACE_Black,%RACE_Latino,%RACE_Native,%RACE_Asian,%RACE_HI_PI,%RACE_Other,%RACE_Mixed,%RACE_NonWhite,%RACE_BAO,%RACE_LNHM,%REL_OP_SEX_MAR,%REL_OP_SEX_UNMAR,%REL_S_SEX_MAR,%REL_S_SEX_UNMAR,%REL_W_RELATIVES,%REL_NON_REL,%REL_MALE_JAILED,%REL_FEMALE_JAILED,%REL_MALE_GRP_DORM,%REL_FEMALE_GRP_DORM,%HH_MARRIED,%HH_MAR_W_KIDS,%HH_NOT_MAR,%HH_NOT_MAR_W_KIDS,%HH_MALE_ALONE,%HH_MALE_65+,%HH_MALE_W_KIDS,%HH_FEMALE_ALONE,%HH_FEMALE_65+,%HH_FEMALE_W_KIDS,%OWN_HOME,%Urban_pop,PARTY_WIN,PARTY_LEAD
2014,147894,143353,34.41,17.6,24.2,46.21,30.0,39.02,11.9,26.0,50.92,26.0,54.3,4.7,9.1,7.7,9.4,3.4,0.7,10.7,45.7,14.8,30.9,17.0,3.0,0.2,0.2,4.6,4.2,0.5,0.3,1.7,0.6,45.9,19.1,8.4,2.6,14.1,3.3,2.0,13.1,4.8,4.9,60.0,95.73,1,0.03
2030,41782,37882,28.04,19.05,31.28,40.64,37.72,33.84,12.25,30.82,46.08,30.82,71.36598715,0.620104439,4.7424182,8.501958225,5.188039767,0.429303073,0.592488451,8.559700743,28.63,6.4,22.23,19.229514,2.8883812,0.1079534,0.0702952,3.2072203,3.3666399,1.3481623,0.1594196,1.4222233,0.5786805,48.8521783,17.5407445,7.4544993,2.2702771,16.5895111,5.5425201,1.7375864,12.8353098,5.8374025,3.3388293,70.5561545,28.64,0,-0.29
2033,2949,2736,23.56,19.77,37.17,36.82,43.67,31.98,12.5,34.93,44.48,34.93,66.06860158,0.246262093,4.0105541,18.80386983,1.196130167,0.105540897,0.545294635,9.023746702,33.93,1.99,31.94,18.4344767,3.9753738,0.1407212,0.2286719,3.2189974,3.2014072,0.0703606,0.0703606,0.9322779,0.5101143,42.73021,13.6106624,10.0969305,3.0290792,18.3764136,6.825525,1.9789984,12.0355412,5.7754443,2.4636511,67.4071082,0.0,1,0.41
2034,16399,15856,30.66,19.8,28.3,43.76,35.0,37.21,12.4,29.0,49.61,29.0,61.0,1.0,6.4,10.5,6.5,1.5,0.6,12.5,39.0,8.1,30.9,17.8,3.6,0.2,0.1,3.3,4.5,0.9,0.3,1.0,0.7,44.9,16.9,9.3,2.5,15.3,3.8,2.1,14.3,5.1,4.2,62.3,76.75,1,0.11
2035,9227,8382,26.97,17.6,33.93,38.11,40.4,32.56,11.7,33.37,44.26,33.37,56.00545176,0.590607076,4.6851042,22.52257368,4.060423647,0.318019195,0.511102277,11.30671816,43.99,5.16,38.83,17.6159918,3.6799364,0.0851837,0.1078994,3.3278437,3.373275,0.3180192,0.3748083,1.8570049,0.8461582,44.3521127,15.1971831,9.1690141,3.3943662,17.8309859,5.943662,2.0704225,12.3098592,5.4366197,3.7323944,65.4225352,43.55,1,0.02
2036,8181,7894,25.67,16.65,36.8,35.77,43.35,31.38,11.85,35.75,43.23,35.75,59.4836703,0.622083981,4.5163297,16.37325039,7.110419907,0.174183515,0.646967341,11.07309487,40.52,8.38,32.14,17.4307932,3.844479,0.1804044,0.0497667,4.0435459,3.881804,0.4230171,0.2861586,1.0202177,0.5349922,44.0112289,15.6893325,9.7629445,3.8365565,15.7517155,4.7878977,1.8247037,13.8646288,6.1915159,4.0548971,59.9344978,74.49,0,-0.14
2037,9467,6362,34.71,20.64,25.42,48.01,32.76,37.91,13.42,24.74,51.33,24.74,23.16634026,3.664160718,9.8995515,39.2128372,14.71981806,1.781540211,0.189525554,7.366226546,76.83,18.57,58.26,9.4194201,2.6659928,0.0568577,0.0568577,3.7147009,1.9394782,0.0821277,0.0189526,25.1058184,7.871628,38.3294301,16.7837627,11.0330471,5.4644809,18.1368722,4.5537341,2.7322404,10.5906844,3.2266458,5.5165235,58.6260734,0.0,1,0.04
2038,9747,8919,31.7,14.9,18.9,41.6,23.9,37.45,8.7,18.2,46.15,18.2,8.7,0.5,1.1,83.5,1.1,0.0,0.1,5.1,91.4,1.7,89.7,10.7,2.8,0.0,0.1,6.6,3.3,1.2,0.1,0.6,0.5,40.8,23.4,11.2,7.2,13.3,3.1,2.9,6.8,1.8,6.8,60.9,27.31,1,0.28
2039,9665,8749,31.98,14.25,17.35,41.13,22.45,37.02,8.9,16.9,45.92,16.9,8.504398827,0.36928424,1.0861301,83.92527425,0.716845878,0.027153253,0.211795373,5.159118062,91.5,1.3,90.2,9.0691865,3.8829152,0.1411969,0.1140437,6.5710872,3.0900402,0.7059846,0.0651678,0.3964375,0.2715325,34.0840539,19.9075005,14.4178564,9.3303841,14.2770963,3.0565051,4.3635632,7.3999598,2.0711844,7.6010456,63.3420471,0.0,1,0.28
2040,10924,7900,33.82,18.9,18.85,46.57,25.0,38.34,9.0,18.0,47.34,18.0,19.37951551,1.221844454,3.4530387,64.45495113,3.660220994,1.763705907,0.159371016,5.907352316,80.62,5.04,75.58,7.681683,2.921802,0.1274968,0.0956226,6.4598385,3.198045,0.1753081,0.0743731,15.1933702,2.3161921,35.0856327,20.4091342,13.5347288,8.9676499,13.67745,3.3777355,3.9961941,8.5156993,2.5689819,7.2787821,51.5461465,0.0,1,0.07
4001,32801,33220,27.32,16.8,29.6,38.22,35.5,30.27,11.0,33.8,41.27,33.8,20.9,0.3,5.8,70.4,0.5,0.0,0.2,1.9,79.1,1.0,78.1,12.8,2.1,0.1,0.1,6.9,1.8,0.6,0.1,0.5,0.6,38.4,12.1,6.5,3.0,14.4,4.9,1.8,12.0,6.3,6.2,73.2,0.0,1,0.34
4003,62952,62495,27.09,15.6,36.5,37.09,42.1,28.03,10.8,40.3,38.83,40.3,54.4,3.5,34.0,0.6,2.1,0.3,0.6,4.6,45.7,6.2,39.5,18.8,2.3,0.2,0.1,3.8,2.5,1.8,0.3,1.5,0.5,46.6,14.1,6.0,2.0,15.4,6.6,1.3,15.8,9.3,4.5,68.8,63.23,0,-0.2
4005,71177,73924,37.8,16.0,25.2,48.7,30.3,45.11,9.8,25.9,54.91,25.9,53.0,1.2,15.0,24.2,1.8,0.2,0.4,4.2,47.0,3.4,43.6,14.4,3.0,0.2,0.2,4.3,6.4,0.3,0.1,3.2,4.7,41.2,14.3,9.0,2.3,13.5,3.8,2.0,12.9,5.0,4.7,59.2,67.6,1,0.24
4007,26527,26745,20.87,14.2,45.2,29.77,50.5,23.36,10.5,47.4,33.86,47.4,61.5,0.4,17.4,16.2,0.8,0.1,0.4,3.1,38.4,1.6,36.8,18.5,2.7,0.1,0.1,4.6,3.1,0.9,0.3,0.2,0.1,44.4,9.3,6.8,2.2,15.9,8.3,1.3,15.5,9.8,3.5,75.9,55.64,0,-0.34
4009,20281,18252,31.9,18.4,22.7,44.8,28.2,33.42,9.8,27.5,43.22,27.5,52.9,1.2,29.7,13.3,0.4,0.0,0.3,2.1,47.0,1.9,45.1,15.3,2.2,0.1,0.1,4.6,2.7,6.4,0.2,0.2,0.2,49.0,20.7,7.1,3.5,11.7,4.1,2.1,11.7,6.9,5.4,71.5,47.57,0,-0.45
4011,5003,4560,30.12,18.2,23.9,42.32,29.9,34.46,11.8,24.5,46.26,24.5,46.5,0.8,45.8,2.9,0.7,0.0,0.4,3.0,53.6,1.9,51.7,17.9,2.4,0.1,0.1,4.2,2.3,0.2,0.0,0.1,0.0,47.6,21.8,6.8,2.9,17.9,3.4,3.6,9.6,4.6,3.8,44.3,0.0,0,-0.34
4012,8413,8144,18.6,13.4,49.5,27.1,54.4,21.89,10.3,49.6,32.19,49.6,54.7,0.6,25.3,14.2,0.7,0.2,0.3,3.9,45.2,1.6,43.6,17.8,3.6,0.1,0.1,4.6,3.8,0.7,0.1,0.1,0.1,40.3,6.8,8.1,2.4,19.5,11.0,1.4,15.1,9.8,3.9,71.8,56.58,0,-0.39
4013,2177308,2243260,31.0,18.4,26.3,43.4,32.3,35.71,12.2,29.6,47.91,29.6,53.3,5.5,30.6,1.5,4.5,0.2,0.5,3.8,46.6,10.5,36.1,17.1,2.8,0.2,0.2,5.4,3.8,0.4,0.3,0.4,0.4,46.7,18.1,8.1,2.6,11.8,3.3,2.0,13.7,6.5,5.0,63.0,97.7,1,0.02
4015,107924,105343,20.28,15.1,47.5,29.58,53.3,23.24,10.8,49.4,34.04,49.4,75.1,1.0,16.0,1.9,1.2,0.2,0.3,4.3,24.9,2.5,22.4,19.5,3.5,0.2,0.1,4.4,4.0,1.5,0.3,0.1,0.1,45.9,9.3,8.5,2.5,15.3,8.0,1.3,14.3,9.0,2.9,71.7,76.07,0,-0.51
4017,53197,53520,26.09,15.7,32.0,36.39,37.4,28.84,10.5,35.4,39.34,35.4,42.0,0.6,10.2,43.6,0.5,0.1,0.2,2.8,58.0,1.3,56.7,15.6,2.3,0.1,0.1,5.9,2.6,1.3,0.3,0.2,0.1,45.4,14.1,6.8,2.9,13.0,5.2,1.8,12.2,6.8,5.4,70.9,35.75,0,-0.08
4019,512753,530680,29.72,16.5,33.2,40.72,38.7,32.85,11.0,36.9,43.85,36.9,51.5,3.5,35.7,2.3,2.9,0.2,0.4,3.6,48.6,6.8,41.8,17.2,2.9,0.3,0.2,4.4,3.4,1.0,0.3,0.6,0.7,42.6,13.5,7.5,2.2,14.7,5.0,1.8,16.4,8.6,4.5,63.6,91.16,1,0.19
4021,218012,207252,27.58,17.3,31.8,39.48,37.2,29.68,10.7,36.0,40.38,36.0,56.4,4.9,28.6,4.0,1.5,0.3,0.4,4.0,43.7,6.8,36.9,18.5,2.5,0.2,0.1,4.9,2.8,4.9,0.4,0.1,0.1,54.4,17.6,7.6,3.0,9.9,4.5,1.9,11.3,7.0,4.3,79.6,76.97,0,-0.17
4023,22554,25115,23.5,16.0,32.3,33.8,38.0,28.96,12.4,34.3,41.36,34.3,14.9,0.2,83.1,0.2,0.6,0.0,0.3,0.6,85.0,1.1,83.9,17.8,1.7,0.2,0.1,6.4,1.8,0.1,0.0,0.1,0.1,51.3,18.8,5.2,2.5,9.2,4.0,1.5,12.3,7.5,7.4,67.4,40.21,1,0.36
4025,115949,120260,20.83,14.0,48.7,29.63,53.9,22.25,10.2,52.6,32.45,52.6,77.6,0.6,14.6,1.4,1.2,0.1,0.5,4.1,22.5,2.3,20.2,21.5,2.9,0.2,0.1,3.7,3.9,0.3,0.2,0.8,0.4,49.0,9.9,6.8,1.7,13.3,6.8,1.2,16.8,11.0,2.6,73.5,68.02,0,-0.29
4027,102492,101389,30.01,15.9,28.9,40.51,34.3,32.2,11.1,32.1,43.3,32.1,30.0,1.7,63.8,0.9,1.1,0.1,0.3,2.1,70.0,3.1,66.9,17.8,2.1,0.1,0.1,5.7,2.1,2.8,0.2,0.5,0.2,52.4,19.8,6.3,2.7,10.7,4.6,1.8,11.6,7.2,6.0,70.5,84.9,0,-0.06
5001,8327,8822,24.14,18.9,33.5,36.84,39.7,29.73,12.4,36.3,42.13,36.3,67.5,24.1,3.7,0.2,0.5,0.1,0.2,3.7,32.5,24.8,7.7,17.9,2.5,0.1,0.1,3.5,2.0,0.5,0.8,0.3,0.3,42.2,13.7,6.0,2.6,15.8,5.8,1.5,16.7,9.5,6.6,65.7,47.42,0,-0.4
5003,9161,9901,22.61,18.7,34.5,34.51,41.3,28.66,13.5,36.5,42.16,36.5,66.5,24.4,5.8,0.1,0.2,0.0,0.2,2.7,33.4,24.8,8.6,19.2,1.9,0.1,0.1,3.4,1.6,0.2,0.5,0.1,0.1,45.9,14.3,4.7,2.0,14.3,5.4,1.2,16.1,9.3,6.3,72.8,37.69,0,-0.43
5005,20315,21312,20.53,15.7,45.1,30.33,51.0,23.53,10.7,49.4,34.23,49.4,91.4,0.2,2.5,0.5,0.6,0.0,0.2,4.5,8.5,1.0,7.5,22.2,2.6,0.1,0.1,2.9,2.2,0.5,0.7,0.0,0.1,48.9,11.6,6.0,1.8,14.2,6.7,1.3,17.5,11.4,3.5,74.5,42.72,0,-0.53
5007,140435,143898,30.74,18.9,22.7,43.84,28.5,36.62,11.9,25.8,48.52,25.8,67.4,1.6,17.8,1.3,4.8,0.9,0.3,5.9,32.6,6.7,25.9,20.6,2.2,0.1,0.1,3.9,2.4,0.2,0.3,0.2,0.3,56.5,25.6,6.2,2.3,10.2,2.4,1.5,12.1,5.8,4.7,67.1,76.0,0,-0.26
5009,18307,19066,24.86,17.8,33.8,36.66,39.8,29.2,12.1,37.8,41.3,37.8,90.3,0.3,2.6,0.7,0.6,0.1,0.2,5.2,9.7,1.1,8.6,20.8,2.1,0.1,0.1,3.3,2.5,0.4,0.4,0.1,0.3,50.5,16.5,5.4,2.0,12.8,4.6,1.5,16.1,9.5,4.0,71.6,37.33,0,-0.62
5011,5134,5411,24.03,18.0,30.9,35.93,37.0,29.61,12.3,34.2,41.91,34.2,54.1,27.7,14.9,0.3,0.3,0.0,0.1,2.6,45.9,28.1,17.8,17.4,1.8,0.1,0.1,3.9,1.8,0.6,0.6,0.6,0.2,43.1,14.9,4.5,2.4,14.2,4.7,1.7,16.4,8.7,8.0,69.6,50.05,0,-0.31
5013,2351,2388,24.43,18.1,36.6,35.03,44.1,30.96,12.3,37.2,43.26,37.2,73.8,19.3,2.7,0.1,0.1,0.2,0.1,3.8,26.3,19.5,6.8,19.7,2.2,0.1,0.1,3.0,1.4,0.3,0.1,1.6,1.5,46.3,13.6,5.5,2.0,16.7,6.1,1.3,15.3,8.0,4.7,79.7,0.0,0,-0.53
5015,13962,14298,23.45,17.1,37.1,34.45,43.2,27.78,11.6,39.4,39.38,39.4,74.9,0.3,15.2,0.9,2.0,1.5,0.3,4.8,25.0,2.6,22.4,19.4,2.6,0.4,0.2,4.3,2.5,0.4,0.3,0.1,0.1,47.8,14.8,6.8,2.7,14.3,5.8,1.3,16.6,9.6,3.8,70.1,17.89,0,-0.29
5017,5202,5006,25.69,18.3,33.1,38.19,38.9,26.44,13.4,40.1,39.84,40.1,38.1,52.8,5.7,0.3,0.4,0.1,0.2,2.5,62.0,53.4,8.6,13.7,1.8,0.1,0.1,4.7,1.9,6.3,0.4,0.0,0.0,34.1,9.6,4.4,1.5,16.8,5.9,1.3,19.6,11.0,8.4,64.1,0.0,1,0.12
5019,10118,11328,35.44,15.4,29.2,45.74,34.3,40.36,10.3,31.6,50.66,31.6,65.7,23.6,5.1,0.4,0.7,0.1,0.4,4.0,34.3,24.7,9.6,16.3,1.9,0.1,0.1,2.8,2.5,0.4,0.5,5.6,6.8,43.2,13.6,5.2,1.9,14.0,4.6,1.4,18.3,9.4,6.2,63.5,47.03,0,-0.14
5021,7047,7505,25.28,18.3,34.2,36.58,41.2,28.07,12.0,38.5,40.07,38.5,93.3,0.3,2.2,0.3,0.1,0.0,0.1,3.6,6.6,0.5,6.1,19.7,2.7,0.1,0.1,3.1,2.2,0.4,0.7,0.0,0.0,46.5,15.0,6.3,2.7,14.6,5.4,1.3,16.9,10.9,3.8,71.0,0.0,0,-0.6
5023,12166,12545,20.96,17.4,42.4,31.96,48.8,24.3,11.7,45.9,36.0,45.9,92.1,0.2,2.6,0.5,0.4,0.0,0.2,4.1,8.0,0.8,7.2,22.6,2.2,0.1,0.0,3.2,2.1,0.3,0.6,0.1,0.0,51.7,13.7,5.3,1.7,14.1,5.8,1.2,15.8,10.3,3.1,76.3,27.29,0,-0.66
5025,3698,3852,22.89,19.7,35.2,35.59,42.2,29.32,12.9,37.4,42.22,37.4,85.2,8.9,2.4,0.3,0.1,0.0,0.2,3.0,14.9,9.2,5.7,21.9,1.8,0.1,0.1,3.6,1.5,0.3,0.6,0.0,0.0,53.6,17.6,4.7,2.0,12.6,4.8,1.1,13.9,8.8,3.7,80.5,0.0,0,-0.62
5027,10846,11955,31.99,16.2,29.4,42.29,35.3,36.56,11.0,32.3,47.56,32.3,58.1,34.4,3.4,0.3,0.7,0.0,0.3,2.9,42.0,35.4,6.6,15.9,1.9,0.1,0.1,3.2,2.4,0.6,0.7,3.7,3.9,40.4,13.5,5.1,2.0,15.3,4.7,1.2,18.0,9.7,7.1,67.4,45.63,0,-0.31
5029,10135,10580,25.27,18.2,33.3,37.37,39.4,29.84,12.1,35.6,41.94,35.6,78.0,10.6,4.3,0.7,0.4,0.0,0.1,6.0,22.1,11.1,11.0,19.4,2.3,0.1,0.1,3.7,2.4,0.3,0.4,0.0,0.1,48.1,15.9,6.0,2.3,13.8,5.1,1.5,15.0,8.5,5.0,73.2,30.61,0,-0.35
5031,53825,57406,34.08,17.1,22.4,45.88,27.7,39.46,10.8,26.3,50.26,26.3,71.1,16.5,6.0,0.2,1.5,0.0,0.2,4.3,28.7,18.2,10.5,17.1,2.6,0.1,0.1,3.4,3.2,0.4,0.6,1.3,1.2,44.2,18.1,7.1,2.7,12.9,3.0,1.6,15.3,6.9,7.4,55.8,66.33,0,-0.35
5033,29431,30702,25.95,18.3,30.3,38.15,36.4,30.91,12.2,33.1,43.11,33.1,79.2,1.4,7.6,2.3,1.6,0.0,0.2,7.7,20.8,3.2,17.6,19.8,2.4,0.1,0.1,3.8,2.2,0.5,0.6,0.1,0.0,52.0,18.7,6.4,2.6,11.5,3.9,1.7,13.2,7.5,4.9,71.2,50.59,0,-0.57
5035,22648,25515,26.1,18.0,27.8,38.1,33.8,33.18,12.4,30.0,45.58,30.0,39.3,53.6,3.0,0.2,0.7,0.0,0.2,3.0,60.7,54.5,6.2,13.7,2.4,0.1,0.1,4.9,2.3,0.4,0.4,0.1,0.0,35.1,12.0,6.3,2.6,13.8,4.0,2.0,15.7,7.2,11.1,54.8,81.62,1,0.07
5037,8113,8720,23.24,18.4,31.8,35.44,38.0,30.36,12.6,34.3,42.96,34.3,71.7,21.7,2.1,0.2,0.6,0.0,0.3,3.4,28.3,22.6,5.7,18.5,2.0,0.0,0.1,3.7,2.2,0.3,0.4,0.0,0.0,46.8,15.8,5.2,2.4,12.9,4.4,1.4,15.0,8.3,6.7,66.2,44.94,0,-0.46
5039,3143,3339,22.72,18.4,36.2,34.42,42.9,27.98,11.6,40.2,39.58,40.2,52.8,39.8,3.1,0.2,0.1,0.0,0.4,3.5,47.1,40.3,6.8,17.9,1.9,0.0,0.2,3.9,1.7,2.5,1.2,0.0,0.0,42.3,11.0,4.9,2.8,15.6,6.1,1.2,18.2,10.7,6.5,70.1,0.0,0,-0.23
5041,5402,5993,23.89,16.9,33.0,35.39,38.4,30.45,11.6,35.0,42.05,35.0,41.5,47.3,6.8,0.3,0.5,0.0,0.1,3.4,58.4,47.9,10.5,15.3,2.0,0.0,0.1,3.9,2.1,0.2,0.1,0.0,0.0,35.7,11.0,4.9,2.4,16.5,5.4,1.1,18.0,8.9,9.9,57.1,37.81,1,0.02
5043,8391,8959,29.41,16.2,29.3,40.11,34.8,34.14,11.6,33.6,45.74,33.6,64.3,27.8,3.8,0.4,0.6,0.1,0.3,2.9,35.9,28.7,7.2,17.6,2.2,0.1,0.1,3.4,2.2,0.5,0.9,1.2,0.9,43.1,14.5,5.6,2.4,14.1,4.5,1.3,16.9,8.4,7.0,64.6,45.96,0,-0.28
5045,60122,63376,33.67,17.6,24.0,45.57,29.7,39.96,11.3,26.8,51.26,26.8,75.0,11.6,5.5,0.5,1.2,0.0,0.3,6.0,25.1,13.1,12.0,18.6,2.3,0.1,0.1,3.1,3.5,0.5,0.5,1.1,1.7,48.4,19.6,6.3,2.2,12.5,2.8,1.5,14.1,6.1,5.6,62.7,53.94,0,-0.3
5047,8522,8575,24.05,17.8,32.6,35.75,38.7,29.51,12.5,35.6,42.01,35.6,88.9,0.5,2.9,1.2,0.9,0.1,0.2,5.4,11.2,1.6,9.6,20.2,2.6,0.1,0.0,3.4,2.0,0.5,0.8,0.2,0.0,51.6,18.2,6.8,2.9,12.4,5.2,1.3,13.4,8.2,4.2,75.0,0.0,0,-0.61
5049,5961,6114,20.08,17.2,40.3,30.88,46.7,24.22,11.8,42.5,36.02,42.5,92.8,0.2,1.3,0.5,0.3,0.0,0.1,4.8,7.2,0.6,6.6,20.9,2.5,0.1,0.1,3.4,1.9,0.3,1.0,0.0,0.0,50.7,15.2,6.2,1.8,14.7,7.3,1.3,14.6,9.4,2.9,79.5,0.0,0,-0.57
5051,48471,51709,23.88,17.5,36.7,35.38,42.7,28.37,11.7,40.9,40.07,40.9,77.1,8.0,7.0,0.6,1.0,0.1,0.3,5.9,22.9,9.3,13.6,18.9,2.8,0.2,0.2,3.6,2.8,0.5,0.5,0.3,0.3,44.3,12.8,6.9,2.5,13.7,5.2,1.5,17.7,10.4,5.2,67.6,66.22,0,-0.34
5053,8904,9054,25.85,19.2,31.2,38.45,37.8,30.8,12.6,34.4,43.4,34.4,90.0,2.5,2.5,0.4,0.4,0.0,0.1,4.1,10.0,3.0,7.0,21.6,2.0,0.1,0.1,3.6,1.7,0.5,0.3,0.0,0.0,54.9,19.5,5.2,1.9,12.1,4.1,1.5,12.7,7.6,4.3,78.3,26.23,0,-0.67
5055,22529,23207,28.13,19.1,27.1,40.93,33.4,33.01,12.6,30.7,45.61,30.7,88.6,2.0,3.5,0.3,0.4,0.6,0.2,4.4,11.4,2.6,8.8,19.1,2.7,0.1,0.1,3.5,2.9,0.7,0.7,0.2,0.2,49.7,18.9,7.4,2.9,12.0,3.7,1.9,14.0,7.6,5.0,65.6,54.86,0,-0.6
5057,9679,10386,24.33,17.3,31.6,35.93,37.3,30.54,11.8,34.0,42.34,34.0,52.6,28.1,14.7,0.4,0.4,0.0,0.2,3.4,47.2,28.7,18.5,17.0,2.2,0.1,0.1,4.1,2.0,0.4,0.4,0.3,0.4,43.2,14.6,5.6,2.5,13.8,4.9,1.5,15.7,8.2,7.9,67.3,44.13,0,-0.34
5059,17335,15705,27.69,20.4,31.0,41.49,37.6,30.19,12.2,36.4,42.39,36.4,79.4,10.4,3.8,0.5,0.3,0.0,0.2,5.3,20.5,10.9,9.6,18.3,2.2,0.1,0.1,3.6,2.4,6.8,0.4,0.0,0.0,48.8,16.2,6.1,2.6,13.3,4.8,1.7,14.3,8.0,4.7,74.8,26.79,0,-0.49
5061,6218,6567,23.53,17.8,31.1,35.13,37.3,30.1,11.6,35.0,41.7,35.0,62.4,20.5,11.9,0.6,0.5,0.0,0.2,3.8,37.5,21.2,16.3,18.3,1.8,0.1,0.1,3.7,1.6,0.5,0.7,0.1,0.0,46.4,16.8,4.9,2.1,13.6,4.7,1.7,15.3,8.9,6.8,68.8,0.0,0,-0.42
5063,18711,19227,28.08,17.6,29.4,39.88,35.2,32.16,12.1,32.4,44.26,32.4,83.1,2.2,8.6,0.4,0.9,0.1,0.2,4.6,17.0,3.3,13.7,19.2,2.7,0.1,0.1,3.9,2.4,0.6,0.5,0.6,0.5,48.9,18.1,6.9,2.7,13.5,4.2,1.5,15.2,8.8,4.7,68.3,28.77,0,-0.58
5065,7136,6441,25.95,18.5,38.4,37.95,44.9,25.13,11.4,44.8,36.53,44.8,89.7,1.9,2.4,0.5,0.2,0.1,0.2,5.0,10.3,2.3,8.0,20.0,2.4,0.1,0.0,3.1,2.3,6.7,1.2,0.3,0.1,49.8,14.0,6.1,2.2,15.5,6.9,1.2,15.8,9.3,3.2,78.6,0.0,0,-0.62
5067,8137,8618,28.61,20.0,31.0,42.01,37.6,35.51,11.7,33.8,47.21,33.8,76.1,16.5,2.8,0.3,0.4,0.0,0.3,3.7,24.0,17.2,6.8,15.3,2.0,0.1,0.1,3.2,2.4,7.0,6.7,0.2,0.1,41.7,13.6,5.6,2.2,15.8,5.1,1.4,17.1,9.4,6.6,63.5,35.49,0,-0.44
5069,33400,33860,29.37,19.0,30.1,41.97,36.5,32.89,12.3,34.6,45.19,34.6,37.5,56.1,2.2,0.3,1.0,0.1,0.2,2.5,62.4,57.3,5.1,14.0,2.0,0.1,0.1,4.3,2.0,5.4,1.1,0.8,1.1,36.0,9.8,5.3,2.3,15.5,4.7,1.4,17.2,8.5,9.5,62.5,69.41,1,0.22
5071,12806,12943,27.11,17.9,29.8,38.61,36.2,31.94,11.8,32.0,43.74,32.0,75.3,1.8,13.4,0.8,3.6,0.1,0.2,4.9,24.8,5.6,19.2,18.7,2.5,0.1,0.1,3.9,2.5,0.2,0.3,0.7,0.6,48.8,18.5,6.8,2.8,13.7,4.7,1.9,13.8,7.4,4.5,70.1,30.35,0,-0.49
5073,3097,3211,22.71,17.1,39.8,33.41,46.2,27.5,12.9,41.0,40.4,41.0,61.4,32.4,2.3,0.5,0.5,0.1,0.1,2.8,38.7,33.0,5.7,18.2,2.5,0.0,0.1,3.8,2.0,0.7,0.6,0.0,0.0,40.6,10.5,6.1,2.2,17.5,6.9,1.2,17.0,9.3,5.3,75.5,0.0,0,-0.34
5075,8087,8129,27.95,17.2,31.7,39.05,37.8,30.51,11.8,36.0,42.31,36.0,92.0,0.9,2.2,0.3,0.2,0.1,0.2,4.2,8.1,1.3,6.8,19.3,2.0,0.0,0.1,3.2,2.5,0.4,0.8,1.3,1.2,48.2,17.0,5.2,2.2,14.0,5.3,1.7,15.6,9.4,4.1,67.3,40.33,0,-0.6
5077,4811,3789,33.24,21.2,29.7,48.24,35.9,26.86,11.9,40.0,38.76,40.0,39.8,54.2,2.5,0.2,0.2,0.0,0.2,3.0,60.3,54.6,5.7,12.0,1.7,0.0,0.0,4.3,1.5,18.4,0.4,0.2,0.0,33.4,8.5,4.6,2.1,16.7,6.8,1.1,19.1,10.4,8.9,57.3,0.0,1,0.05
5079,8098,4843,38.88,23.8,24.8,55.68,31.8,29.63,12.2,36.2,41.83,36.2,63.3,28.2,4.8,0.2,0.2,0.1,0.1,3.2,36.8,28.5,8.3,13.7,1.5,0.0,0.1,2.8,1.8,28.2,0.4,0.0,0.0,47.0,15.3,5.3,2.1,14.6,5.3,1.2,15.1,8.1,5.2,75.3,0.0,0,-0.44
5081,5917,6109,23.11,18.1,35.1,35.01,41.3,28.33,12.6,38.4,40.93,38.4,71.5,18.0,3.4,1.3,0.2,0.1,0.2,5.4,28.6,18.4,10.2,19.1,2.4,0.1,0.0,3.1,1.9,0.5,0.9,0.1,0.1,45.2,14.1,5.6,2.2,14.9,5.9,1.7,16.1,8.3,5.5,73.0,0.0,0,-0.48
5083,10423,10708,23.05,18.7,34.3,34.75,41.3,27.94,12.8,37.2,40.74,37.2,88.0,1.1,3.0,1.1,1.6,0.0,0.2,5.1,12.1,2.9,9.2,19.3,2.6,0.1,0.1,3.7,2.4,0.4,0.6,0.6,0.2,48.6,15.4,6.8,2.7,14.0,5.3,1.4,14.3,8.7,4.2,74.3,0.0,0,-0.6
5085,36353,37662,28.08,19.3,25.9,41.18,32.1,34.13,12.6,28.8,46.73,28.8,81.9,5.9,4.9,0.4,1.0,0.1,0.2,5.7,18.2,7.1,11.1,20.3,2.0,0.1,0.1,3.4,2.3,0.5,0.4,0.1,0.0,54.3,22.8,5.6,2.3,10.6,3.0,2.0,12.3,6.3,5.3,71.8,48.06,0,-0.53
5087,8278,8243,24.43,18.7,33.7,36.23,40.6,29.52,12.4,35.8,41.92,35.8,85.2,0.2,5.4,1.2,0.6,1.4,0.4,5.5,14.7,1.2,13.5,20.7,2.3,0.1,0.1,4.3,2.5,0.2,0.7,0.0,0.1,53.4,18.6,6.1,2.3,13.5,5.2,1.7,12.8,7.3,3.4,78.1,0.0,0,-0.56
